مرأ , مرأني
وثب , ثب
قوب , لانقياب
ميد , بميدى
حوذ , والأحوذي
صلج , والصولج
أسد , أسدة
وجب , الواجب
هدد , هدودها
وتد , أوتادا
لجج , لججت
صيد , والمصيدة
أدد , أدا
شيح , الإشاحة
عدد , معدودة
أدد , كالأد
بثث , أبثه
قوب , والمتقوب
أخر , أحدكم
لوب , لابتيها
قوب , قوبي
نهند , التؤدة
دجج , كالدجة
روح , الريح
ييعث , وتأج
وتد , كأوتده
هيد , تهيدنه
شدد , وشدودا
زيد , والمزيد
ودد , ودادة
قدد , وأقدة
جذذ , جذيذ
صوح , وصوحته
وضح , توضيحا
أسد , يستأسد
سدد , سددت
نوب , بالنوبة
بوج , بالبائجة
ذود , والتذويد
هيد , هاد
جلذ , الجلوذ
أجر , مؤاجر
وضح , بوضاح
أثر , إثره
شيح , والإشاحة
فجج , ومنفجة
حيد , وحيده
سحح , وسحاي
قوب , قوبا
غبب , وغبوبا
جوح , والجائحة
يدح , بأيدح
شدد , شداد
فود , يفيد
كود , الكود
سود , سودا
ورد , مورد
يدح , والأرخ
وصب , وأتوصب
هبب , هب
دحح , دحا
كلح , الكلوح
وقد , والوقيد
فيد , تفيد
كبب , الكب
كيد , تكايد
وضح , بالوضح
عجج , وأعجوا
ورد , ووراد
سيح , السائحون
قدد , قده
ودج , الأوداج
بحح , أبحني
بحح , يبح
صدد , والتصدية
وقب , أوقاب
وتد , الأوتاد
صدد , التصدي
هبب , وأهببته
هيب , هائب
عوج , وعوجه
فدد , فدادا
سود , سادة
سيح , المساييح
نوح , المناحة
هجج , كالهجهاج
روح , روحت
كدد , وكدني
هيد , يهيدنك
نيب , نيب
بثث , منبثا
صدد , والتصديد
ورد , ورودة
لدد , ملدود
فدد , الفدافد
صدد , وصدود
بثث , بثبثه
ودد , وددته
عجج , معاجيج
عوج , وعوجته
طوح , طوح
مجج , يمجه
غوث , واستغاثني
جوح , والوجاح
لوح , إلاحة
صحح , الصحة
فدد , والفدفد
وضح , والمتوضح
جثث , جثجث
ورد , يورد
أجر , مؤجر
بحح , وبححا
أثر , كالأثارة
عوج , يعوج
أند , وأندرورد
جذذ , يجذه
لوح , كاللوح
عود , أعدت
غوث , غاثة
وجب , إيجابا
وطد , وطدا
هيد , هيدا
رود , كالرياد
حوج , وحوائج
رود , والرائد
طوح , تطيح
هيب , هيبت
جذذ , جذيذا
ثجج , والمثج
وضح , إيضاحا
وفد , الوافدين
وصد , كاستوصد
هبب , والهبوب
دحح , والدحوح
بدد , وأبداد
وكد , وأكدته
أود , يؤود
أبر , وإبارا
هيج , هاج
فوح , الفيح
رود , فليرتد
صحح , وصحصوح
كدد , وكدادة
وصب , ونصب
ينشت , أث
قبب , قببا
طوح , ويطيح
بدد , بددت
ميث , والامتياث
وعد , عدوي
لوذ , لياذا
يكد , فخذ
جذذ , جذاذة
وجد , وجعد
ينشت , والأثاثة
وفد , أوفده
شيخ , أشياخ
بحح , البحاح
صوح , وصيحته
عود , والعيادة
نهند , وئيد
غوث , الاستغاثة
جثث , اجتثت
صحح , والصحصحان
غوث , والغواث
ندد , وتنادت
فجج , فاج
وكد , وكدي
حيد , والحيدى
ييعث , ويؤج
شجج , والتشجيج
عود , عيادتي
وشح , وأشحه
يوج , أحح
حثث , يحثه
لبب , لبيت
أخر , وأخرته
وصب , واصب
بحح , وبحبح
ذود , ذائد
وجب , ووجابا
لجج , تلج
لوح , لاح
نوح , ونوائح
بوح , صبوحك
أسد , واستأسد
أدد , وأد
شيخ , شيخنا
جدد , وجدك
لبب , اللب
ميح , استمحته
كدد , كددت
لوث , ولاث
قود , ومقوودة
فأد , وفأدت
وصد , الأصيدة
جثث , جثث
زوج , زوجا
أدد , ويئده
كدد , يكده
وقد , وتوقدتها
أجر , وأجورا
لوب , كالنوب
فدد , الفدادين
قوب , قاوبة
هود , هودة
رغث , الرغوث
لذذ , لذات
لوذ , اللوذ
يوج , أزح
شحح , المشاحة
كود , كدت
أبد , لأبد
لوح , لوحا
جثث , الجث
شيخ , وشيخان
وهب , يهبه
غدد , مغدودة
وكد , الوكد
شيخ , شيخا
سود , سيدة
بحح , بح
صيد , يصد
لجج , يلجهم
ضمد , وتضميدا
وحد , وأحدانا
لوث , ألوثها
وثب , وموثب
وثب , وثبته
حجج , حججن
مجج , المجمجة
حدج , وحدوجا
هيد , يهيده
ثجج , ثجيجا
مجج , تمجه
كبب , المكب
توج , والمتاوج
شحح , وشحته
حدد , حدها
ندد , الند
يزدذ , الأجرة
كدد , والكدادة
بوح , فباح
وصب , كأوصب
عوذ , والتعوذ
رود , ارتيادا
لوث , يلوثها
نهد , نهودا
صحح , والصحصاح
ميث , الميثاء
مجج , الماج
دجج , دجوجي
وجد , وجد
رجج , رجاجة
شيح , المشيح
دجج , والدجج
أبد , والأوابد
بدد , وبديدهما
حدد , وحدوداء
فدكرد , وفدكرد
أسد , الأسدي
سحح , تسحسح
سحح , وساح
عدد , كالعد
غبب , والمغب
غيد , يفأده
جود , وأجدتك
عجج , عجا
شدد , التشدد
ثجج , فتثجثج
كبب , فكبه
بجج , والبجة
غبب , وغبان
شدد , شدي
يكد , خذ
فأد , كالمفتأد
سيح , المسياح
حدد , والتحديد
حثث , كالحثيث
لجج , والتلجلج
يدح , إخ
أثر , كالأثير
طوح , وتطاوحت
غيب , والغيوبة
ييعث , وأجيجا
هجج , هجاهجا
خدد , متخددة
غبب , وغواب
وقد , وقودا
وشح , وكشحيها
مدد , وامتد
مجج , ممجمج
حوذ , حوذي
غيب , والغيبة
حوج , حاج
هبب , هبوبه
لجج , ولججوا
نوح , تنوح
صيد , صيدها
هبب , هبب
غبب , غب
صوح , الصواحة
فوح , وفاح
عجج , والمعجاج
حوج , حوج
مجج , ومج
حيد , حيود
صيد , لصيداء
حوذ , الحاذان
صدد , فصدهم
أجر , أجورهن
جذذ , والجذيذ
أبد , وأبدت
وهب , تواهبوا
لوث , والتاث
هبب , الهب
وتد , بالوتد
وطد , فتوطد
عوذ , كالعياذ
وهب , الهبة
دجج , المدجج
هيب , يهابون
بحح , بالأبح
وثب , ووثوبا
وقب , ووقب
رود , مراودة
صوح , كالتصيح
فأد , مفأد
سقد , السقدد
وصب , وتوصب
وطد , المتواطد
عدد , متعدد
ولد , وولده
بجج , البجة
بجج , بجه
يدح , أرخا
بجج , بجابج
قبب , اقتب
زوج , الزوج
بدد , وبد
خدد , التخديد
صدد , والتصدد
غدد , غدائد
يزدذ , الأجير
لوح , فألاح
وجب , بالموجبة
عجج , العجاج
رجج , الرج
شيخ , الشيخ
قود , أقوده
قوب , والقوب
وشح , والوشاح
بحح , بحبوحة
هيب , هيوب
بحح , بحة
وجد , وجدة
سود , سيدهم
طوح , أطاح
غبب , وأغب
لوب , ولوبانا
وصب , ووصب
غوث , وغياثا
جذذ , جذاذا
فيد , يفيد
كبب , والكبكب
جوح , ومجاحا
شحج , وشحجانه
يزدذ , بأجر
وتد , والوتدان
وثب , واثبه
صحح , صحاصح
أبر , وأبرته
صوح , يصوح
يزدذ , الأخر
كبب , كالكبكبة
قذذ , أقذ
فجج , وأفجة
وشح , يتشح
غيب , غيوب
قيد , القيود
ورث , ميراثي
لدد , ملتد
توج , ثأجا
حوج , أحوج
دحح , والدحداح
مدد , يمدونهم
وفد , وافد
مجج , ماج
دحح , مندح
زجج , الأزج
وصد , وصد
وجد , وإجدانا
شجج , ويشج
وثب , للوثبة
عوج , اعوج
يوج , يأزح
بوح , أباحه
دحح , دحوح
شيح , الشيحان
خدد , كالخدة
مدد , ممادة
ميد , وبميداه
أبر , يأبره
أخر , الآخرة
جثث , فانجث
عوذ , عياذها
ودد , أود
لجج , ولجلجه
لوح , لوحة
لذذ , واللذيذ
ثجج , الثجوج
حدد , كحدها
شجج , وشججى
يوج , الأزوح
بحح , وبحبحها
حدد , وحدان
لوب , لوبة
وفد , وإفادة
حثث , حثاث
لدد , تلد
أدد , إد
سحح , السحوح
شيح , شائح
جود , وجوداء
وفد , ووفادة
لهد , ولهيد
لجج , اللجلاج
دجج , ومدجج
غدد , أغدت
فدد , فديدا
وشح , الوشائح
نوب , نوبتك
ميث , الامتياث
شجج , أشج
صوح , وصوح
شيح , شايحن
لدد , متلدده
مجج , فمج
دحح , دح
كدد , يكد
زيد , يستزيد
فأد , وافتأدوا
يدح , وأخ
وشح , والإشاح
غدد , ومغد
قذذ , ففذها
زوج , وتزوجت
قود , القود
قدد , تقددوا
وضح , واستوضح
قود , وقوده
سود , وسؤددا
ورث , يرثني
ذود , ذويد
جوح , وجياحا
كيد , ومكيدة
أند , أندرورد
ثجج , والثج
خرد , والخرود
مدد , الاستمداد
غيب , وغيوبة
هيب , يهابه
ولد , كالولد
نيب , نيوب
قدد , قدنا
مدد , المد
يوج , أح
نوح , التناوح
شجج , ومشجج
سود , سيادة
كدد , الكداد
وتد , وتدا
غدد , غدد
بجج , منبجة
ذود , رود
قود , قود
طوح , المطوحات
أثر , والتأثير
أثر , الإثر
ينشت , والأثاث
حجج , حجيج
أدد , والآد
ييعث , تأجيجا
غوث , والمغاوث
لوب , واللواب
زوج , اءزواج
لجج , يلج
شيخ , تشييخا
توج , والتاج
أدد , الآد
قبب , أقب
صدد , وصدده
وصب , والوصب
غيب , والغيبوبة
جود , جود
لوذ , إلاذة
ييعث , وتأججت
حدد , وحدده
مدد , ومده
جوح , والجاح
نهند , يئد
صحح , الصحاح
فجج , الفج
وقد , بالوقود
ينشت , وأثوثا
كود , وكوده
قيد , قيد
هجج , الهجيج
قبب , القبب
شيخ , الأشاييخ
شدد , فنشد
ودد , وده
ثجج , الثجيج
كود , كادوا
ذود , والذائد
لوب , لائب
أبر , بمئبرها
غبب , أغبته
جثث , وجثة
هيج , هيجا
صدد , وصداد
فأد , المفآد
شحح , وأشحة
وهب , والتواهب
هيب , الهيبان
قدد , انقد
جوح , جوحا
ميد , وميد
مدد , فامتد
وفد , وفود
وصد , الوصائد
وثب , وثب
ميث , انماث
كدد , وكد
حوج , لحوائج
جثث , جثيثة
كبب , كبكبة
حجج , أحجه
طوح , طوحا
لوح , ملواح
لجج , لجوج
أخر , آخرة
دنح , دنوحا
حثث , حثحاث
فجج , وفججت
جذذ , والتجذيذ
لذذ , ولذذت
أبد , أبد
عود , كالعودة
بوح , باحة
ميح , ماح
قود , فقوده
كود , كادت
عجج , العجاجة
بحح , ببحبوحة
أود , تآوده
قود , مقودة
جوح , بالجائحة
جثث , وجثه
ثجج , أثججته
سلعج , سلعوج
وهج , والوهيج
سود , وأسود
وتد , واتد
ييعث , أجة
هدد , هدوك
سحح , تسح
أدد , أده
جدد , وجدان
حوذ , أحوذيا
سيح , السيوح
جذذ , مجذوذ
رجج , رجان
فأد , فأد
مدد , وتمددناه
شيخ , ومشايخ
فجج , والفج
بدد , مبدد
لوب , لؤوب
ميح , والماحة
مدد , المدود
صدد , وصداصد
نهند , نيوهاوند
زوج , تزوجت
يوج , كتأزح
ندد , يند
عجج , كعجعج
وقد , والقدة
جذذ , الجذ
وذح , الوذاح
غبب , غبا
هدد , وهدودا
كبب , أكب
فأد , أفأد
ينشت , أثاثة
بجج , والبجباج
رود , ترود
